SQLDATE,Actor1Name,Actor2Name,EventCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,GoldsteinScale,NumMentions,SourceURL
20150109,WRITER,GOVERNMENT,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,10,http://www.dnaindia.com/india/report-ustad-amjad-ali-khan-says-intolerance-exists-everywhere-and-not-just-india-2163824
20150205,COIMBATORE,GANG,173,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.0,10,http://timesofindia.indiatimes.com/city/coimbatore/Four-member-gang-detained-for-murder-of-Chennai-bizman/articleshow/46481445.cms
20150205,COIMBATORE,GANG,190,"Chennai, Tamil Nadu, India",13.0833,80.2833,-10.0,10,http://timesofindia.indiatimes.com/city/coimbatore/Four-member-gang-detained-for-murder-of-Chennai-bizman/articleshow/46481445.cms
20150122,TAMIL,,084,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,5,http://daijiworld.com/news/news_disp.asp?n_id=298585
20150118,CHENNAI,TAMIL,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,1,http://www.newindianexpress.com/entertainment/tamil/Aishwarya-Rajesh-Looking-Forward-to-Busy-Year-With-Nine-Films-in-Kitty/2016/01/18/article3232717.ece
20150124,UNIVERSITY,CHENNAI,160,"Chennai, Tamil Nadu, India",13.0833,80.2833,-4.0,1,http://www.ndtv.com/opinion/like-rahul-gandhi-modi-government-mishandles-student-protests-1269275
20151023,PRESIDENT,BUSINESS,186,"Chennai, Tamil Nadu, India",13.0833,80.2833,-10.0,5,http://www.business-standard.com/article/companies/fujifilm-to-expand-medical-equipment-business-in-india-116102200598_1.html
20150127,,CHENNAI,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,6,http://www.gulte.com/movienews/46364/Reason-Behind-Charmi-Crying-At-IIFA
20150127,ENTREPRENEUR,STUDENT,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,10,http://economictimes.indiatimes.com/small-biz/startups/startup-narrative-has-to-evolve-beyond-gurgaon-bangalore/articleshow/50739028.cms
20150127,SERVICEMEN,BACKPACKER,172,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.0,6,http://www.mirror.co.uk/news/uk-news/british-pirate-hunter-jailed-india-7253184
20150127,BACKPACKER,SERVICEMEN,172,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.0,6,http://www.mirror.co.uk/news/uk-news/british-pirate-hunter-jailed-india-7253184
20150127,GOOGLE,,114,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,4,http://www.dailymail.co.uk/news/article-3418821/Google-whistleblower-gave-100-000-emails-HMRC-slams-tech-giant-s-trivial-130m-tax-bill-PM-s-ex-aide-Steve-Hilton-admits-big-businesses-law.html
20150127,GOOGLE,,0842,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,4,http://www.dailymail.co.uk/news/article-3418821/Google-whistleblower-gave-100-000-emails-HMRC-slams-tech-giant-s-trivial-130m-tax-bill-PM-s-ex-aide-Steve-Hilton-admits-big-businesses-law.html
20151223,AUSTRALIA,SRI LANKA,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,2,http://www.theroar.com.au/2016/12/23/australia-needs-pace-india-not-spin/
20151223,SRI LANKA,AUSTRALIA,043,"Chennai, Tamil Nadu, India",13.0833,80.2833,2.8,2,http://www.theroar.com.au/2016/12/23/australia-needs-pace-india-not-spin/
20151223,SRI LANKA,AUSTRALIA,043,"Chennai, Tamil Nadu, India",13.0833,80.2833,2.8,2,http://www.theroar.com.au/2016/12/23/australia-needs-pace-india-not-spin/
20151223,AUSTRALIA,SRI LANKA,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,2,http://www.theroar.com.au/2016/12/23/australia-needs-pace-india-not-spin/
20150825,CORPORATION,,090,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,5,https://www.thehindu.com/news/cities/Coimbatore/coimbatore-corporation-urged-to-deploy-mechanical-sweepers-on-major-roads-for-efficient-cleaning/article69964591.ece
20150202,PUNE,,071,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,4,http://yourstory.com/2016/02/funding-roundup-january-2016/
20150531,LAWYER,,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,1,https://www.financialexpress.com/india-news/induslaw-cms-tie-up-as-india-allows-entry-of-foreign-firms/3860871/
20150531,LAWYER,,020,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.0,4,https://www.financialexpress.com/india-news/induslaw-cms-tie-up-as-india-allows-entry-of-foreign-firms/3860871/
20151022,GOVERNOR,NATIONAL PRESS,143,"Chennai, Tamil Nadu, India",13.0833,80.2833,-6.5,10,http://echoofindia.com/port-blair-preparatory-meeting-celebration-national-press-day-117171
20151022,GOVERNOR,NATIONAL PRESS,163,"Chennai, Tamil Nadu, India",13.0833,80.2833,-8.0,6,http://echoofindia.com/port-blair-preparatory-meeting-celebration-national-press-day-117171
20151022,VILLAGER,,140,"Chennai, Tamil Nadu, India",13.0833,80.2833,-6.5,10,http://www.newindianexpress.com/states/tamil_nadu/EXCLUSIVE-As-This-Village-Becomes-Infamous-for-Its-Kidney-Failures-Officials-Blame-Villagers/2015/10/23/article3092729.ece
20151022,VILLAGER,,141,"Chennai, Tamil Nadu, India",13.0833,80.2833,-6.5,10,http://www.newindianexpress.com/states/tamil_nadu/EXCLUSIVE-As-This-Village-Becomes-Infamous-for-Its-Kidney-Failures-Officials-Blame-Villagers/2015/10/23/article3092729.ece
20151022,FARMER,,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,5,http://www.newindianexpress.com/states/tamil_nadu/EXCLUSIVE-As-This-Village-Becomes-Infamous-for-Its-Kidney-Failures-Officials-Blame-Villagers/2015/10/23/article3092729.ece
20151022,VILLAGER,,133,"Chennai, Tamil Nadu, India",13.0833,80.2833,-5.8,10,http://www.newindianexpress.com/states/tamil_nadu/EXCLUSIVE-As-This-Village-Becomes-Infamous-for-Its-Kidney-Failures-Officials-Blame-Villagers/2015/10/23/article3092729.ece
20151021,,FRANCE,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,8,http://bharatpress.com/2015/10/20/meru-partners-taxis-g7-to-run-taxis-on-common-app/
20151021,,COURT OFFICIAL,080,"Chennai, Tamil Nadu, India",13.0833,80.2833,5.0,10,http://timesofindia.indiatimes.com/city/chennai/Another-bomb-hoax-in-high-court-as-set-of-alarm-clocks-sparks-panic/articleshow/49474605.cms
20151021,,ARMY,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,6,http://www.firstpost.com/world/despite-kayanis-peace-talk-a-siachen-deal-is-a-bad-idea-285297.html
20151021,,COMPANY,110,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,5,http://thetechportal.in/2015/10/21/freshdesk-entices-linkedin-india-md-nishant-rao-to-join-in-as-its-new-coo/
20151021,,TRAVELLER,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,6,http://www.thehindu.com/news/cities/Thiruvananthapuram/dynamic-pricing-in-railways-turning-out-to-be-a-big-hit/article7786803.ece
20151021,,MALAYSIA,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,10,http://www.msn.com/en-my/news/other/rajinikanth-gets-the-ultimate-star-treatment-in-malaysia/ar-BBndINm
20151021,CHENNAI,CHIEF MINISTER,043,"Chennai, Tamil Nadu, India",13.0833,80.2833,2.8,6,http://www.thehindu.com/news/national/tamil-nadu/municipality-allots-rs-1-cr-to-purchase-land-for-bus-stand/article7786466.ece
20151021,POLICE,COURT OFFICIAL,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,5,http://timesofindia.indiatimes.com/city/chennai/Another-bomb-hoax-in-high-court-as-set-of-alarm-clocks-sparks-panic/articleshow/49474605.cms
20151021,COMMUNITY,INDUSTRY,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,5,http://www.newindianexpress.com/cities/chennai/Tap-the-Online-Forum-to-Accelerate-Your-Career/2015/10/21/article3089902.ece
20151021,CHENNAI,CHIEF MINISTER,018,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,6,http://www.newindianexpress.com/states/tamil_nadu/Must-Read/2015/10/21/article3090354.ece
20151021,FRANCE,,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,8,http://bharatpress.com/2015/10/20/meru-partners-taxis-g7-to-run-taxis-on-common-app/
20151021,TRAVELLER,,043,"Chennai, Tamil Nadu, India",13.0833,80.2833,2.8,6,http://www.thehindu.com/news/cities/Thiruvananthapuram/dynamic-pricing-in-railways-turning-out-to-be-a-big-hit/article7786803.ece
20151021,POLICE,,090,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,5,http://timesofindia.indiatimes.com/city/chennai/Another-bomb-hoax-in-high-court-as-set-of-alarm-clocks-sparks-panic/articleshow/49474605.cms
20151021,GOVERNMENT,,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,10,http://timesofindia.indiatimes.com/business/india-business/CBDT-tests-project-to-go-paperless/articleshow/49475620.cms
20151021,CHIEF MINISTER,,018,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,4,http://www.newindianexpress.com/states/tamil_nadu/Must-Read/2015/10/21/article3090354.ece
20151021,CHENNAI,,112,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,2,http://www.thehindu.com/news/cities/chennai/now-carpooling-for-longdistance-travel/article7786226.ece
20151021,LENOVO,,010,"Chennai, Tamil Nadu, India",13.0833,80.2833,0.0,1,http://telecom.economictimes.indiatimes.com/news/devices/chinese-handset-vendor-lenovo-to-launch-three-smartphones-this-festive-season/49476256
20151021,LENOVO,,111,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://telecom.economictimes.indiatimes.com/news/devices/chinese-handset-vendor-lenovo-to-launch-three-smartphones-this-festive-season/49476256
20151021,COMPANY,,110,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,5,http://thetechportal.in/2015/10/21/freshdesk-entices-linkedin-india-md-nishant-rao-to-join-in-as-its-new-coo/
20151220,,DUBAI,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://www.thenational.ae/uae/vaccines-advised-for-indians-and-filipinos-in-uae-before-travelling-home
20151220,,UNITED KINGDOM,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,5,http://timesofindia.indiatimes.com/city/chennai/Brain-drain-in-reverse/articleshow/50251723.cms
20151220,,BUSINESS,026,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,4,http://www.bangaloremirror.com/columns/sunday-read/Daddy-Dearest/articleshow/50248660.cms
20151220,,IAEA,084,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,2,http://twocircles.net/2012sep18/dormant_undersea_volcano_near_kalpakkam_atomic_plant.html
20151220,,CHENNAI,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,12,http://www.skyscrapercity.com/showthread.php?s=147f86cbd1335369b97f0975e7629d86&p=129450563
20151220,,DOCTOR,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,4,http://www.thehindu.com/news/cities/chennai/worry-over-disease-outbreak-after-two-die-in-as-many-days/article8009609.ece
20151220,,BANK,071,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.4,10,http://eprahaar.in/jaitley-asks-banks-to-grant-loans-on-mission-mode-in-rain-ravaged-tn/
20151220,,TAMIL NADU,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,4,http://article.wn.com/view/2015/12/20/Chennai_floods_a_climate_change_wakeup_call_for_world/
20151220,,TAMIL NADU,051,"Chennai, Tamil Nadu, India",13.0833,80.2833,3.4,8,http://article.wn.com/view/2015/12/20/Chennai_floods_a_climate_change_wakeup_call_for_world/
20151220,,HOSPITAL,114,"Chennai, Tamil Nadu, India",13.0833,80.2833,-2.0,10,http://www.thehindu.com/news/cities/chennai/worry-over-disease-outbreak-after-two-die-in-as-many-days/article8009609.ece
20151220,,GOVERNMENT,040,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.0,2,http://news.niticentral.com/2015/12/20/aituc-meet-in-feb-to-mull-impact-of-proposed-anti-labour-laws/
20151220,,CHENNAI,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,4,http://timesofindia.indiatimes.com/city/noida/Police-recommends-UP-to-hand-over-Noida-techie-murder-case-to-CBI/articleshow/50256813.cms
20151220,,MINIST,043,"Chennai, Tamil Nadu, India",13.0833,80.2833,2.8,4,http://www.thehindu.com/news/cities/chennai/14000-small-medium-units-suffer-losses/article8009640.ece
20151220,,CABINET,046,"Chennai, Tamil Nadu, India",13.0833,80.2833,7.0,10,http://www.thehindu.com/news/cities/Tiruchirapalli/make-tiruchi-second-capital-of-tn-ramadoss/article8009623.ece
20151220,,TOURIST,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,14,http://www.skyscrapercity.com/showthread.php?s=b6177918aee1a15103f7913d15566a98&p=129444707
20151220,,CHENNAI,042,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.9,6,http://www.kesq.com/news/chennai-floods-a-wakeup-call-for-world/37048068
20151220,,PARLIAMENT,040,"Chennai, Tamil Nadu, India",13.0833,80.2833,1.0,10,http://www.deccanchronicle.com/151220/nation-current-affairs/article/lgbt-protests-dismissal-bill-sectio-377-sans-discussion
20151220,,PRESIDIUM,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,10,http://timesofindia.indiatimes.com/city/chennai/Jayalalithaa-reconstitutes-AIADMK-executive-committee-72-out-of-77-newly-appointed-members-are-women/articleshow/50253900.cms
20151220,,VILLAGE,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,6,http://www.thehindu.com/news/national/tamil-nadu/flood-pushes-film-release-dates-to-jan/article8009852.ece
20151220,,UNITED STATES,036,"Chennai, Tamil Nadu, India",13.0833,80.2833,4.0,3,http://www.thehindu.com/news/national/for-chennai-with-love-diaspora-raises-millions-in-relief/article8011169.ece
